name,canonical_name,target_type
Manwat,"Manwat,Maharashtra,India",Municipality
Gokavaram,"Gokavaram,Andhra Pradesh,India",Municipality
Bhandaripokhari,"Bhandaripokhari,Odisha,India",Municipality
Penugonda,"Penugonda,Andhra Pradesh,India",Municipality
Purnagiri,"Purnagiri,Uttarakhand,India",Municipality
Jama,"Jama,Jharkhand,India",Municipality
Thalavadi,"Thalavadi,Tamil Nadu,India",Municipality
Kaparada,"Kaparada,Gujarat,India",Municipality
Raha Circle,"Raha Circle,Assam,India",Municipality
Kundgol,"Kundgol,Karnataka,India",Municipality
Lakhtar,"Lakhtar,Gujarat,India",Municipality
Bhokar,"Bhokar,Maharashtra,India",Municipality
Chhaygaon Circle,"Chhaygaon Circle,Assam,India",Municipality
Ganora,"Ganora,Rajasthan,India",Municipality
Gharghoda,"Gharghoda,Chhattisgarh,India",Municipality
Dungarpur,"Dungarpur,Rajasthan,India",Municipality
Zafargarh,"Zafargarh,Telangana,India",Municipality
Pushkar,"Pushkar,Rajasthan,India",Municipality
Bijatola,"Bijatola,Odisha,India",Municipality
Kottur,"Kottur,Telangana,India",Municipality
Dhoraji,"Dhoraji,Gujarat,India",Municipality
Patori,"Patori,Bihar,India",Municipality
Jamda,"Jamda,Odisha,India",Municipality
Ponduru,"Ponduru,Andhra Pradesh,India",Municipality
Karmala,"Karmala,Maharashtra,India",Municipality
Badhra,"Badhra,Haryana,India",Municipality
Padwa,"Padwa,Jharkhand,India",Municipality
Bharari,"Bharari,Himachal Pradesh,India",Municipality
Chandur-Railway,"Chandur-Railway,Maharashtra,India",Municipality
Chandannagar,"Chandannagar,West Bengal,India",Municipality
Sanghriya,"Sanghriya,Rajasthan,India",Municipality
Rasulpur,"Rasulpur,Odisha,India",Municipality
Kol,"Kol,Uttar Pradesh,India",Municipality
Jamkhandi,"Jamkhandi,Belgaum Division,Karnataka,India",Municipality
Ibrahimpatnam,"Ibrahimpatnam,Andhra Pradesh,India",Municipality
Ganapavaram,"Ganapavaram,Andhra Pradesh,India",Municipality
Shankargarh,"Shankargarh,Chhattisgarh,India",Municipality
Jaitaran,"Jaitaran,Rajasthan,India",Municipality
Mahuva,"Mahuva,Gujarat,India",Municipality
Rajapur,"Rajapur,Maharashtra,India",Municipality
Lalbag,"Lalbag,West Bengal,India",Municipality
Munagapaka,"Munagapaka,Andhra Pradesh,India",Municipality
Bansgaon,"Bansgaon,Uttar Pradesh,India",Municipality
Bhiwapur,"Bhiwapur,Maharashtra,India",Municipality
Pirmed,"Pirmed,Kerala,India",Municipality
Kalsi,"Kalsi,Uttarakhand,India",Municipality
Firozpur Jhirka,"Firozpur Jhirka,Haryana,India",Municipality
Budhana,"Budhana,Uttar Pradesh,India",Municipality
Nangnur,"Nangnur,Telangana,India",Municipality
Bhinay,"Bhinay,Rajasthan,India",Municipality
Aspari,"Aspari,Andhra Pradesh,India",Municipality
Baytoo,"Baytoo,Rajasthan,India",Municipality
Rohat,"Rohat,Rajasthan,India",Municipality
Patan Cheruvu,"Patan Cheruvu,Telangana,India",Municipality
Tiruvannamalai,"Tiruvannamalai,Tamil Nadu,India",Municipality
Gorentla,"Gorentla,Andhra Pradesh,India",Municipality
Bhaiyathan,"Bhaiyathan,Chhattisgarh,India",Municipality
Miraj,"Miraj,Maharashtra,India",Municipality
Biyavra,"Biyavra,Madhya Pradesh,India",Municipality
Banka,"Banka,Bihar,India",Municipality
Uran,"Uran,Maharashtra,India",Municipality
Chitrangi,"Chitrangi,Madhya Pradesh,India",Municipality
Devanahalli,"Devanahalli,Karnataka,India",Municipality
Kurud,"Kurud,Raipur Division,Chhattisgarh,India",Municipality
Chilamathur,"Chilamathur,Andhra Pradesh,India",Municipality
Murhu,"Murhu,Jharkhand,India",Municipality
Tarn Taran,"Tarn Taran,Punjab,India",Municipality
Kowdipalle,"Kowdipalle,Telangana,India",Municipality
Nawabganj,"Nawabganj,Bareilly Division,Uttar Pradesh,India",Municipality
Tahrauli,"Tahrauli,Uttar Pradesh,India",Municipality
Gotegaon,"Gotegaon,Madhya Pradesh,India",Municipality
Satbarwa,"Satbarwa,Jharkhand,India",Municipality
Malegaon,"Malegaon,Nashik Division,Maharashtra,India",Municipality
Narnur,"Narnur,Telangana,India",Municipality
Samakhunta,"Samakhunta,Odisha,India",Municipality
Meral,"Meral,Jharkhand,India",Municipality
Biramitrapur,"Biramitrapur,Odisha,India",Municipality
Kantamal,"Kantamal,Odisha,India",Municipality
Hajipur,"Hajipur,Bihar,India",Municipality
Nagina,"Nagina,Uttar Pradesh,India",Municipality
Penuballi,"Penuballi,Telangana,India",Municipality
Basta,"Basta,Odisha,India",Municipality
Mukhed,"Mukhed,Maharashtra,India",Municipality
Chittur,"Chittur,Kerala,India",Municipality
Tadikonda,"Tadikonda,Andhra Pradesh,India",Municipality
Ghansyali,"Ghansyali,Uttarakhand,India",Municipality
Sullurpeta,"Sullurpeta,Andhra Pradesh,India",Municipality
Baramalehara,"Baramalehara,Madhya Pradesh,India",Municipality
Mogalturru,"Mogalturru,Andhra Pradesh,India",Municipality
Harpanahalli,"Harpanahalli,Karnataka,India",Municipality
Vaikam,"Vaikam,Kerala,India",Municipality
Konakanametla,"Konakanametla,Andhra Pradesh,India",Municipality
Rentachintala,"Rentachintala,Andhra Pradesh,India",Municipality
Shohela,"Shohela,Odisha,India",Municipality
Angara,"Angara,Jharkhand,India",Municipality
Marwahi,"Marwahi,Chhattisgarh,India",Municipality
Prantij,"Prantij,Gujarat,India",Municipality
Pathardi,"Pathardi,Maharashtra,India",Municipality
Bargur,"Bargur,Tamil Nadu,India",Municipality
Umarkot,"Umarkot,Odisha,India",Municipality
Bargaon,"Bargaon,Rajasthan,India",Municipality
Armori,"Armori,Maharashtra,India",Municipality
Peddapudi,"Peddapudi,Andhra Pradesh,India",Municipality
Chebrolu,"Chebrolu,Andhra Pradesh,India",Municipality
Karunagapalli,"Karunagapalli,Kerala,India",Municipality
Madhuban,"Madhuban,Uttar Pradesh,India",Municipality
Ponnuru,"Ponnuru,Andhra Pradesh,India",Municipality
Mahnar,"Mahnar,Bihar,India",Municipality
Shivpuri,"Shivpuri,Madhya Pradesh,India",Municipality
Balangir,"Balangir,Odisha,India",Municipality
Tamiya,"Tamiya,Madhya Pradesh,India",Municipality
Sardulgarh,"Sardulgarh,Punjab,India",Municipality
Rohru,"Rohru,Himachal Pradesh,India",Municipality
Nainpur,"Nainpur,Madhya Pradesh,India",Municipality
Doma,"Doma,Telangana,India",Municipality
Pali,"Pali,Chhattisgarh,India",Municipality
Chamorshi,"Chamorshi,Maharashtra,India",Municipality
Dudhnai Circle,"Dudhnai Circle,Assam,India",Municipality
Dahod,"Dahod,Gujarat,India",Municipality
Chandrapura,"Chandrapura,Jharkhand,India",Municipality
Wazirpur,"Wazirpur,Rajasthan,India",Municipality
Podalakur,"Podalakur,Andhra Pradesh,India",Municipality
Fatehabad,"Fatehabad,Uttar Pradesh,India",Municipality
Iritty,"Iritty,Kerala,India",Municipality
Kunavaram,"Kunavaram,Andhra Pradesh,India",Municipality
Pedda Mudium,"Pedda Mudium,Andhra Pradesh,India",Municipality
Kharsawan,"Kharsawan,Jharkhand,India",Municipality
Badachana,"Badachana,Odisha,India",Municipality
Unchahra,"Unchahra,Madhya Pradesh,India",Municipality
Punalur,"Punalur,Kerala,India",Municipality
Kattakkada,"Kattakkada,Kerala,India",Municipality
Shiv,"Shiv,Rajasthan,India",Municipality
Chawngte,"Chawngte,Mizoram,India",Municipality
Baruipur,"Baruipur,West Bengal,India",Municipality
Parvatsar,"Parvatsar,Rajasthan,India",Municipality
Santir Bazar,"Santir Bazar,Tripura,India",Municipality
Israna,"Israna,Haryana,India",Municipality
Bokakhat Circle,"Bokakhat Circle,Assam,India",Municipality
Noksen,"Noksen,Nagaland,India",Municipality
Daman,"Daman,Dadra and Nagar Haveli and Daman and Diu,India",Municipality
Rehli,"Rehli,Madhya Pradesh,India",Municipality
Villianur,"Villianur,Puducherry,India",Municipality
Kujanga,"Kujanga,Odisha,India",Municipality
Dambur Nagar Block,"Dambur Nagar Block,Tripura,India",Municipality
Patoda,"Patoda,Maharashtra,India",Municipality
Karkal,"Karkal,Karnataka,India",Municipality
Chekrayapeta,"Chekrayapeta,Andhra Pradesh,India",Municipality
Galividu,"Galividu,Andhra Pradesh,India",Municipality
Saharanpur,"Saharanpur,Uttar Pradesh,India",Municipality
Gadivemula,"Gadivemula,Andhra Pradesh,India",Municipality
Kotma,"Kotma,Shahdol Division,Madhya Pradesh,India",Municipality
Bholath,"Bholath,Punjab,India",Municipality
Garbor,"Garbor,Rajasthan,India",Municipality
Basavakalyan,"Basavakalyan,Karnataka,India",Municipality
Ukhrul North,"Ukhrul North,Manipur,India",Municipality
Banapur,"Banapur,Odisha,India",Municipality
Jangipur,"Jangipur,West Bengal,India",Municipality
Anandapuram,"Anandapuram,Andhra Pradesh,India",Municipality
Khundian,"Khundian,Himachal Pradesh,India",Municipality
Gollaprolu,"Gollaprolu,Andhra Pradesh,India",Municipality
Kushtagi,"Kushtagi,Karnataka,India",Municipality
Sabrum,"Sabrum,Tripura,India",Municipality
Mehnagar,"Mehnagar,Uttar Pradesh,India",Municipality
Khalilabad,"Khalilabad,Uttar Pradesh,India",Municipality
Subir,"Subir,Gujarat,India",Municipality
Thanesar,"Thanesar,Haryana,India",Municipality
Bidar,"Bidar,Karnataka,India",Municipality
Teliamura,"Teliamura,Tripura,India",Municipality
Yerravaripalem,"Yerravaripalem,Andhra Pradesh,India",Municipality
Gola,"Gola,Lucknow Division,Uttar Pradesh,India",Municipality
Koilkuntla,"Koilkuntla,Andhra Pradesh,India",Municipality
Gunupur,"Gunupur,Odisha,India",Municipality
Ali,"Ali,Odisha,India",Municipality
Alirajpur,"Alirajpur,Madhya Pradesh,India",Municipality
Khajni,"Khajni,Uttar Pradesh,India",Municipality
Periyakulam,"Periyakulam,Tamil Nadu,India",Municipality
Washim,"Washim,Maharashtra,India",Municipality
Marripudi,"Marripudi,Andhra Pradesh,India",Municipality
Barshi,"Barshi,Amravati Division,Maharashtra,India",Municipality
Anuppur,"Anuppur,Madhya Pradesh,India",Municipality
Tantoti,"Tantoti,Rajasthan,India",Municipality
Itkhori,"Itkhori,Jharkhand,India",Municipality
Koppal,"Koppal,Karnataka,India",Municipality
Kinwat,"Kinwat,Maharashtra,India",Municipality
Ottapidaram,"Ottapidaram,Tamil Nadu,India",Municipality
Virullapadu,"Virullapadu,Andhra Pradesh,India",Municipality
Anup Shahr,"Anup Shahr,Uttar Pradesh,India",Municipality
Bhalki,"Bhalki,Karnataka,India",Municipality
Khed,"Khed,Pune Division,Maharashtra,India",Municipality
Siddhavattam,"Siddhavattam,Andhra Pradesh,India",Municipality
Koyilandi,"Koyilandi,Kerala,India",Municipality
Manugur,"Manugur,Telangana,India",Municipality
Longtharai Valley,"Longtharai Valley,Tripura,India",Municipality
Ichhawar,"Ichhawar,Madhya Pradesh,India",Municipality
Mudhole,"Mudhole,Telangana,India",Municipality
Jaswantpura,"Jaswantpura,Rajasthan,India",Municipality
Bodinayakkanur,"Bodinayakkanur,Tamil Nadu,India",Municipality
Wadasa,"Wadasa,Maharashtra,India",Municipality
Talala,"Talala,Gujarat,India",Municipality
Bhanpura,"Bhanpura,Madhya Pradesh,India",Municipality
Tingkhong Circle,"Tingkhong Circle,Assam,India",Municipality
Jagadhri,"Jagadhri,Haryana,India",Municipality
Senha,"Senha,Jharkhand,India",Municipality
Belona,"Belona,Tripura,India",Municipality
Chandrasekharapuram,"Chandrasekharapuram,Andhra Pradesh,India",Municipality
Mogullapalli,"Mogullapalli,Telangana,India",Municipality
Rompicherla,"Rompicherla,Andhra Pradesh,India",Municipality
Modakurichi,"Modakurichi,Tamil Nadu,India",Municipality
Jora,"Jora,Madhya Pradesh,India",Municipality
Chiplun,"Chiplun,Maharashtra,India",Municipality
Jath,"Jath,Maharashtra,India",Municipality
Chanasma,"Chanasma,Gujarat,India",Municipality
Masalia,"Masalia,Jharkhand,India",Municipality
Andipatti,"Andipatti,Tamil Nadu,India",Municipality
Tisri,"Tisri,Jharkhand,India",Municipality
Narasannapeta,"Narasannapeta,Andhra Pradesh,India",Municipality
Mulug,"Mulug,Telangana,India",Municipality
Mohmadi,"Mohmadi,Uttar Pradesh,India",Municipality
Shankarampet,"Shankarampet,Telangana,India",Municipality
Giddarbaha,"Giddarbaha,Punjab,India",Municipality
Marturu,"Marturu,Andhra Pradesh,India",Municipality
Doultabad,"Doultabad,Telangana,India",Municipality
Sagbara,"Sagbara,Gujarat,India",Municipality
Basoda,"Basoda,Madhya Pradesh,India",Municipality
Thanlon,"Thanlon,Manipur,India",Municipality
Dhanaura,"Dhanaura,Uttar Pradesh,India",Municipality
Maripeda,"Maripeda,Telangana,India",Municipality
Batauli,"Batauli,Chhattisgarh,India",Municipality
Rajouri Garden,"Rajouri Garden,Delhi,India",Municipality
Rajula,"Rajula,Gujarat,India",Municipality
Defence Colony,"Defence Colony,Delhi,India",Municipality
Banswara,"Banswara,Rajasthan,India",Municipality
Manoharpur,"Manoharpur,Jharkhand,India",Municipality
Vijaypur,"Vijaypur,Madhya Pradesh,India",Municipality
Ghanuri,"Ghanuri,Himachal Pradesh,India",Municipality
Kaikalur,"Kaikalur,Andhra Pradesh,India",Municipality
Bagepalli,"Bagepalli,Karnataka,India",Municipality
Deogarh,"Deogarh,Odisha,India",Municipality
Sattupalli,"Sattupalli,Telangana,India",Municipality
Indi,"Indi,Karnataka,India",Municipality
Konaraopet,"Konaraopet,Telangana,India",Municipality
Khatima,"Khatima,Uttarakhand,India",Municipality
Salem South,"Salem South,Tamil Nadu,India",Municipality
Pali,"Pali,Rajasthan,India",Municipality
Nallampalli,"Nallampalli,Tamil Nadu,India",Municipality
Narsimlapet,"Narsimlapet,Telangana,India",Municipality
Bukkapatnam,"Bukkapatnam,Andhra Pradesh,India",Municipality
Tallada,"Tallada,Telangana,India",Municipality
Antagarh,"Antagarh,Chhattisgarh,India",Municipality
Dadri,"Dadri,Uttar Pradesh,India",Municipality
Digras,"Digras,Maharashtra,India",Municipality
Kherwara,"Kherwara,Rajasthan,India",Municipality
Motihari,"Motihari,Bihar,India",Municipality
Avadi,"Avadi,Tamil Nadu,India",Municipality
Mahur,"Mahur,Maharashtra,India",Municipality
Saifai,"Saifai,Uttar Pradesh,India",Municipality
Purwa,"Purwa,Uttar Pradesh,India",Municipality
Latehar,"Latehar,Jharkhand,India",Municipality
Tantnagar,"Tantnagar,Jharkhand,India",Municipality
Movva,"Movva,Andhra Pradesh,India",Municipality
Sanjamala,"Sanjamala,Andhra Pradesh,India",Municipality
Bishnupur,"Bishnupur,West Bengal,India",Municipality
Wer,"Wer,Rajasthan,India",Municipality
Sipajhar,"Sipajhar,Assam,India",Municipality
Gadag,"Gadag,Karnataka,India",Municipality
Fatehpur,"Fatehpur,Prayagraj Division,Uttar Pradesh,India",Municipality
Dausa,"Dausa,Rajasthan,India",Municipality
Asandh,"Asandh,Haryana,India",Municipality
Cherial,"Cherial,Telangana,India",Municipality
Dharur,"Dharur,Telangana,India",Municipality
Baghmara-Cum-Katras,"Baghmara-Cum-Katras,Jharkhand,India",Municipality
Deglur,"Deglur,Maharashtra,India",Municipality
Pithora,"Pithora,Chhattisgarh,India",Municipality
Narasaraopet,"Narasaraopet,Andhra Pradesh,India",Municipality
Jainur,"Jainur,Telangana,India",Municipality
Piploda,"Piploda,Madhya Pradesh,India",Municipality
Kulkacharla,"Kulkacharla,Telangana,India",Municipality
Dada Siba,"Dada Siba,Himachal Pradesh,India",Municipality
Dhamnagar,"Dhamnagar,Odisha,India",Municipality
Chikhli,"Chikhli,Maharashtra,India",Municipality
Balesar,"Balesar,Rajasthan,India",Municipality
Malikipuram,"Malikipuram,Andhra Pradesh,India",Municipality
Khanapur,"Khanapur,Maharashtra,India",Municipality
Malasisar,"Malasisar,Rajasthan,India",Municipality
Thenzawl,"Thenzawl,Mizoram,India",Municipality
Ganaur,"Ganaur,Haryana,India",Municipality
Pichhor,"Pichhor,Madhya Pradesh,India",Municipality
Kasganj,"Kasganj,Uttar Pradesh,India",Municipality
Kataram,"Kataram,Telangana,India",Municipality
Ramnagar,"Ramnagar,Uttarakhand,India",Municipality
Palia Kalan,"Palia Kalan,Uttar Pradesh,India",Municipality
Vaddepalli,"Vaddepalli,Telangana,India",Municipality
Talavanchi Narasapuram,"Talavanchi Narasapuram,Andhra Pradesh,India",Municipality
Savalyapuram,"Savalyapuram,Andhra Pradesh,India",Municipality
Ghoghamba,"Ghoghamba,Gujarat,India",Municipality
Singampunari,"Singampunari,Tamil Nadu,India",Municipality
Saoner,"Saoner,Maharashtra,India",Municipality
Kahalgaon,"Kahalgaon,Bihar,India",Municipality
Hangal,"Hangal,Karnataka,India",Municipality
Saraipali,"Saraipali,Chhattisgarh,India",Municipality
Barihat,"Barihat,Jharkhand,India",Municipality
Ranikhet,"Ranikhet,Uttarakhand,India",Municipality
Erpedu,"Erpedu,Andhra Pradesh,India",Municipality
Krosur,"Krosur,Andhra Pradesh,India",Municipality
Kannad,"Kannad,Maharashtra,India",Municipality
Tiryani,"Tiryani,Telangana,India",Municipality
Tirukkalukkunram,"Tirukkalukkunram,Tamil Nadu,India",Municipality
Ipuru,"Ipuru,Andhra Pradesh,India",Municipality
Pamidi,"Pamidi,Andhra Pradesh,India",Municipality
Mohanpur,"Mohanpur,Tripura,India",Municipality
Bhimadolu,"Bhimadolu,Andhra Pradesh,India",Municipality
Chandwara,"Chandwara,Palamu Division,Jharkhand,India",Municipality
Perintalmanna,"Perintalmanna,Kerala,India",Municipality
Ratangarh,"Ratangarh,Rajasthan,India",Municipality
Chennur,"Chennur,Andhra Pradesh,India",Municipality
Rampur Maniharran,"Rampur Maniharran,Uttar Pradesh,India",Municipality
Dakkili,"Dakkili,Andhra Pradesh,India",Municipality
Sihora,"Sihora,Madhya Pradesh,India",Municipality
Khachrod,"Khachrod,Madhya Pradesh,India",Municipality
Mainpur,"Mainpur,Raipur Division,Chhattisgarh,India",Municipality
Phuliya Kalan,"Phuliya Kalan,Rajasthan,India",Municipality
Tuni,"Tuni,Andhra Pradesh,India",Municipality
Tanur,"Tanur,Telangana,India",Municipality
Kodaikkanal,"Kodaikkanal,Tamil Nadu,India",Municipality
Samaguri Circle,"Samaguri Circle,Assam,India",Municipality
Loha,"Loha,Maharashtra,India",Municipality
Karwi,"Karwi,Uttar Pradesh,India",Municipality
Dharmapuri,"Dharmapuri,Telangana,India",Municipality
Denkanikota,"Denkanikota,Tamil Nadu,India",Municipality
Lachhmangarh,"Lachhmangarh,Rajasthan,India",Municipality
Kambhamvaripalle,"Kambhamvaripalle,Andhra Pradesh,India",Municipality
Tira Sujanpur,"Tira Sujanpur,Himachal Pradesh,India",Municipality
Chilkuru,"Chilkuru,Telangana,India",Municipality
Nagapattinam,"Nagapattinam,Tamil Nadu,India",Municipality
Dumbriguda,"Dumbriguda,Andhra Pradesh,India",Municipality
Kotdwar,"Kotdwar,Uttarakhand,India",Municipality
Tiruppur South,"Tiruppur South,Tamil Nadu,India",Municipality
Ghatiya,"Ghatiya,Madhya Pradesh,India",Municipality
Maihar,"Maihar,Madhya Pradesh,India",Municipality
Sattankulam,"Sattankulam,Tamil Nadu,India",Municipality
Parli-Vai,"Parli-Vai,Maharashtra,India",Municipality
Bhabhar,"Bhabhar,Gujarat,India",Municipality
Arantangi,"Arantangi,Tamil Nadu,India",Municipality
Baswa,"Baswa,Rajasthan,India",Municipality
Sirohi,"Sirohi,Rajasthan,India",Municipality
Korapana,"Korapana,Maharashtra,India",Municipality
Maudaha,"Maudaha,Uttar Pradesh,India",Municipality
Sadar,"Sadar,Tripura,India",Municipality
Athur,"Athur,Tamil Nadu,India",Municipality
Natrampalli,"Natrampalli,Tamil Nadu,India",Municipality
Usur,"Usur,Chhattisgarh,India",Municipality
Bijnapalli,"Bijnapalli,Telangana,India",Municipality
Chakia,"Chakia,Uttar Pradesh,India",Municipality
Thamballapalle,"Thamballapalle,Andhra Pradesh,India",Municipality
Bellampalli,"Bellampalli,Telangana,India",Municipality
Ramgarh,"Ramgarh,Rajasthan,India",Municipality
Purasaivakam,"Purasaivakam,Tamil Nadu,India",Municipality
Baliguda,"Baliguda,Odisha,India",Municipality
Nayudupeta,"Nayudupeta,Andhra Pradesh,India",Municipality
Kotwali,"Kotwali,Delhi,India",Municipality
Demow Circle,"Demow Circle,Assam,India",Municipality
Kishanganj,"Kishanganj,Bihar,India",Municipality
Atmakur,"Atmakur,Andhra Pradesh,India",Municipality
Pindra,"Pindra,Uttar Pradesh,India",Municipality
Pipar Shahr,"Pipar Shahr,Rajasthan,India",Municipality
Kundam,"Kundam,Madhya Pradesh,India",Municipality
Bansi,"Bansi,Uttar Pradesh,India",Municipality
Lohaghat,"Lohaghat,Uttarakhand,India",Municipality
Gangavati,"Gangavati,Karnataka,India",Municipality
Ichak,"Ichak,Jharkhand,India",Municipality
Penuganchiprolu,"Penuganchiprolu,Andhra Pradesh,India",Municipality
Dindori,"Dindori,Maharashtra,India",Municipality
Nakodar,"Nakodar,Punjab,India",Municipality
Narayanpet,"Narayanpet,Telangana,India",Municipality
Shauwadi,"Shauwadi,Maharashtra,India",Municipality
Sultan Battery,"Sultan Battery,Kerala,India",Municipality
Sohna,"Sohna,Haryana,India",Municipality
Pendurti,"Pendurti,Andhra Pradesh,India",Municipality
Haliyal,"Haliyal,Karnataka,India",Municipality
Dandepalli,"Dandepalli,Telangana,India",Municipality
Vuyyuru,"Vuyyuru,Andhra Pradesh,India",Municipality
Mukerian,"Mukerian,Punjab,India",Municipality
Vayalpad,"Vayalpad,Andhra Pradesh,India",Municipality
Barghat,"Barghat,Madhya Pradesh,India",Municipality
